x, y
300, 0.00595746929260143
309.9585018454719, 0.014148946958949825
322.6832553760652, 0.07000000852219569
333.7482832213762, 0.1310638699201272
347.02629975188904, 0.19361701341925222
361.9640419676841, 0.25021280125505163
378.0083101833184, 0.3164893488583931
390.73304260908617, 0.3857446879226731
411.75657229986905, 0.4445744841322195
430.01385030553064, 0.4892553333828162
444.9515925213258, 0.5063829865807478
459.3360928420268, 0.5369148888723946
479.80638063771556, 0.563723415467144
493.0843549585775, 0.5667021217061257
508.0221393840235, 0.5644680849250596
519.6403880196032, 0.5838298033113762
529.0456268651554, 0.5853191422272076
559.4743954014907, 0.6031914932903738
581.0511669873678, 0.5853191422272076
589.903163937826, 0.6069148973945903
600.4149287832174, 0.6165957565877485
609.2669257336757, 0.6128723524835321
619.7786905790672, 0.6188297649614957
628.6306875295254, 0.6195744770303897
641.3554621649441, 0.5942553319624502
650.7607010104964, 0.6225531690657121
661.825707750982, 0.6069148973945903
672.8907144914676, 0.5994680891861575
680.6362276517377, 0.586808509550358
699.4467897621441, 0.6024468096287987
710.5117965026297, 0.5667021217061257
719.363751243437, 0.572659590998727
730.4287579839225, 0.572659590998727
750.3458038845174, 0.5398936235186953
760.3043268348147, 0.5071276560386635
772.4758173654884, 0.4989361783723149
780.7745724208526, 0.4855319292785998
801.2448180068903, 0.4326595739543357
812.309824747376, 0.4200000227258552
830.0138186482925, 0.36712766740159103
841.6321094935231, 0.36117016970167076
851.5906324438205, 0.34106383867207635
864.3153226599372, 0.31127660583834527
882.0194009801556, 0.2747872342540971
903.0428462516368, 0.2315957807339697
920.746924571855, 0.19882981325393786
939.5574022629598, 0.15117022935704058
949.5159252132571, 0.13329787829387438
962.2406998486758, 0.11840426187700874
971.0926545894831, 0.11170212312649173
978.8382099594043, 0.09382982887796334
985.4771971198352, 0.07968088191901342
994.8824359653875, 0.06627660441797928
1009.2669784957395, 0.053617053189498796
1021.9916687118563, 0.04095744514638035
1038.5891788225847, 0.030531959106284673
1051.3139534580034, 0.022340424625298432
1067.9114635687317, 0.013404277501034241
1081.1895223088954, 0.00968087339681773
1100, 0.00521279983468574
