Wavelength (nm),Bright1 (W/m^2/Âµm/sr),Bright2 (W/m^2/Âµm/sr),Dark1 (W/m^2/Âµm/sr)
977.0396,68.81774,58.15434,3.363041
977.1351,72.27048,61.73189,3.526191
977.2305,76.61385,65.81107,3.73524
977.326,79.44958,68.33688,3.90515
977.4216,80.18195,69.01296,3.964306
977.5171,78.51682,67.65253,3.911555
977.6127,74.20547,63.97932,3.768354
977.7083,72.60468,62.55447,3.713005
977.8038,74.31457,64.01517,3.724289
977.8995,72.46149,62.35111,3.596585
977.9951,67.81972,58.03391,3.39867
978.0908,64.25717,54.72562,3.224065
978.1864,61.67563,52.48114,3.061842
978.2822,60.0144,50.83619,2.940917
978.3779,55.48798,46.73266,2.694697
978.4736,48.10367,40.5005,2.306876
978.5693,45.8882,38.51412,2.169999
978.6651,49.81297,41.47749,2.364775
978.7609,53.25225,44.24828,2.560049
978.8567,52.28012,43.55458,2.53684
978.9525,48.74146,40.70354,2.378506
979.0484,47.04711,39.25438,2.304017
979.1442,46.95626,39.04818,2.301149
979.2401,45.66608,37.96555,2.209173
979.336,44.16478,36.80612,2.073249
979.4319,44.00182,36.69543,2.028885
979.5279,43.47924,36.42258,2.003853
979.6239,44.55283,37.56659,2.058306
979.7198,49.91367,42.1109,2.330501
979.8158,55.90261,47.20809,2.648663
979.9118,60.1963,50.98857,2.876563
980.0078,61.87839,52.53165,2.969126
980.1039,57.84943,49.15934,2.817953
980.1999,51.9758,44.18097,2.580999
980.2961,50.09742,42.59574,2.4945
980.3922,49.10617,41.77651,2.473467
980.4883,49.8852,42.49002,2.538113
980.5844,56.4611,48.21064,2.828048
980.6806,65.4503,56.1069,3.240134
980.7768,72.04015,61.9562,3.554249
980.873,75.21622,64.81866,3.731978
980.9692,76.80866,66.26304,3.863737
981.0655,77.78824,67.1654,3.937022
981.1617,77.82363,67.25959,3.943385
981.258,76.97049,66.53941,3.918563
981.3543,74.92303,64.7338,3.847459
981.4506,71.29387,61.49904,3.696468
981.5469,67.07307,57.74641,3.496594
981.6433,65.40277,56.19939,3.375772
981.7396,66.05432,56.64673,3.334308
981.836,64.28477,55.05933,3.233158
981.9325,60.85434,52.05157,3.104671
982.0288,60.50202,51.70775,3.084836
982.1253,63.42098,54.22903,3.192787
982.2218,66.0043,56.43597,3.302769
982.3183,64.94569,55.50244,3.260389
982.4148,61.90139,52.91483,3.130892
982.5113,60.82029,51.96031,3.06947
982.6078,59.80025,50.94358,2.971292
982.7044,54.70382,46.5053,2.689224
982.801,48.6097,41.3151,2.413754
982.8976,49.48727,41.922,2.478297
982.9942,56.72505,47.84608,2.809197
983.0908,62.5041,52.76157,3.052321
983.1875,64.51855,54.68694,3.137493
983.2842,63.4794,53.99306,3.136845
983.3809,59.55968,50.86769,3.013942
983.4776,57.98576,49.7044,2.943675
983.5743,61.98285,53.07038,3.115644
983.6711,66.16016,56.56091,3.327687
983.7678,66.58624,56.97464,3.384344
983.8646,67.33596,57.75442,3.434945
983.9614,70.92262,61.03459,3.586977
984.0583,73.78179,63.6719,3.716439
984.1551,73.97308,63.87817,3.754833
984.252,73.4632,63.38987,3.764052
984.3488,72.68374,62.65416,3.721244
984.4458,68.01756,58.51727,3.489337
984.5427,61.96934,53.20335,3.194065
984.6396,60.48557,51.85832,3.107393
984.7366,63.79152,54.6294,3.266389
984.8335,69.01292,59.12317,3.4858
984.9306,71.87748,61.59984,3.564741
985.0276,68.73308,58.82815,3.396741
985.1246,62.13537,53.23256,3.110662
985.2217,60.44134,51.87084,3.067425
985.3188,64.77082,55.45291,3.286922
985.4158,69.39491,59.28727,3.504417
985.513,72.02523,61.55224,3.651173
985.6101,73.86195,63.37618,3.77472
985.7072,76.34832,65.96488,3.884845
985.8044,77.58015,67.29732,3.924433
985.9016,76.81837,66.67068,3.914681
985.9988,78.13686,67.87175,3.977424
986.096,81.68713,71.10209,4.088382
986.1933,82.5034,71.88968,4.131071
986.2906,80.06837,69.76318,4.102186
986.3878,78.71355,68.62495,4.080137
986.4851,80.11894,69.88341,4.138963
986.5825,82.64745,72.10583,4.258067
986.6799,84.39657,73.74984,4.332963
986.7772,84.53517,74.01868,4.343266
986.8746,84.46527,74.01688,4.35028
986.972,84.84359,74.33738,4.343513
987.0694,83.80782,73.30686,4.266036
987.1668,79.2206,69.04504,4.067163
987.2643,74.01678,64.34848,3.857268
987.3618,73.71946,64.05924,3.831545
987.4592,74.76787,64.86017,3.834576
987.5568,71.334,61.82551,3.645203
987.6543,69.23445,60.11494,3.554655
987.7519,74.68134,64.89088,3.842421
987.8495,81.55441,70.84489,4.185818
987.947,83.32012,72.44471,4.258953
988.0447,81.57473,71.07642,4.169456
988.1423,80.53349,70.30465,4.13562
988.2399,81.32597,70.9932,4.189259
988.3376,82.43361,71.88274,4.247534
988.4353,84.52024,73.81905,4.304771
988.533,86.77258,76.00169,4.375558
988.6308,86.19034,75.50803,4.405217
988.7285,84.8266,74.27959,4.4027
988.8263,85.69059,75.10635,4.435162
988.924,86.36087,75.74174,4.440844
989.0218,84.3137,73.89677,4.352269
989.1197,81.8078,71.66547,4.249579
989.2175,81.20362,71.1813,4.215385
989.3154,81.89451,71.82108,4.237193
989.4133,83.48343,73.2175,4.303085
989.5112,85.22006,74.71456,4.385121
989.6091,84.87338,74.33511,4.391585
989.7071,82.99998,72.64758,4.326666
989.805,82.66658,72.33338,4.302225
989.903,83.7347,73.20815,4.326042
990.001,82.76617,72.32353,4.259325
990.099,78.37659,68.50587,4.043295
990.1971,75.06006,65.62849,3.895263
990.2951,76.37237,66.72112,3.980704
990.3932,80.26618,70.09021,4.159807
990.4913,85.0046,74.36075,4.328969
990.5894,88.68625,77.76714,4.498652
990.6875,89.84972,78.93562,4.615808
990.7857,89.81589,79.01819,4.655304
990.8839,89.73797,78.97346,4.686255
990.9821,90.04926,79.25868,4.714068
991.0803,90.43863,79.63406,4.704887
991.1785,90.38531,79.55831,4.687754
991.2767,89.91351,79.1027,4.65901
991.375,88.56067,77.89828,4.577932
991.4733,86.18276,75.7729,4.436026
991.5717,83.18556,73.08936,4.270999
991.67,80.50646,70.69769,4.154563
991.7683,78.77891,69.09119,4.093741
991.8667,77.61176,67.92517,4.047266
991.9651,77.35136,67.59866,4.032765
992.0635,77.36534,67.58965,4.029094
992.1619,76.65657,67.02254,3.990241
992.2604,75.65795,66.21249,3.940133
992.3589,74.89423,65.55695,3.90949
992.4573,74.07051,64.8274,3.881678
992.5559,72.82076,63.7205,3.827811
992.6544,71.90445,62.89456,3.768089
992.7529,71.08589,62.15505,3.716337
992.8515,69.43603,60.72572,3.636983
992.9501,68.51251,59.9417,3.581891
993.0487,69.49786,60.77735,3.617059
993.1473,70.84973,61.92163,3.682258
993.2459,71.50932,62.47404,3.729242
993.3446,72.44575,63.33364,3.784358
993.4433,74.64391,65.38911,3.892374
993.542,77.40062,67.96957,4.039959
993.6407,79.77151,70.22289,4.168572
993.7394,81.98224,72.31907,4.27189
993.8382,84.51482,74.65934,4.382152
993.937,86.51846,76.44642,4.487347
994.0358,87.19665,76.95655,4.544972
994.1346,86.96664,76.69601,4.540374
994.2334,86.7462,76.537,4.525823
994.3323,87.67521,77.46085,4.561408
994.4312,89.66444,79.37302,4.620755
994.5301,90.91959,80.49571,4.666215
994.629,90.77716,80.27498,4.69229
994.728,90.79858,80.37724,4.708885
994.8269,90.80827,80.55651,4.707145
994.9259,89.76789,79.65074,4.676082
995.0249,88.69389,78.63737,4.642097
995.1239,87.70171,77.72533,4.590505
995.2229,86.18488,76.34674,4.511465
995.322,84.29408,74.61953,4.421519
995.4211,82.95409,73.34365,4.358497
995.5202,82.64907,72.9863,4.341617
995.6193,82.50874,72.81652,4.335505
995.7184,82.34993,72.65508,4.332424
995.8175,81.71836,72.06427,4.302809
995.9167,80.15111,70.59138,4.229857
996.016,79.6749,70.11249,4.195406
996.1151,81.61098,71.8935,4.257257
996.2144,83.64806,73.81424,4.339409
996.3136,84.17832,74.34355,4.379542
996.4129,84.2073,74.39192,4.410472
996.5122,84.54013,74.71294,4.454347
996.6115,85.00939,75.1387,4.489062
996.7108,85.19514,75.29729,4.502209
996.8102,85.26583,75.3558,4.512461
996.9096,85.07224,75.18797,4.506586
997.009,84.71075,74.86244,4.49467
997.1084,84.79365,74.91932,4.505102
997.2078,85.31439,75.38251,4.520134
997.3072,85.84512,75.86035,4.522019
997.4067,86.40008,76.36216,4.529573
997.5063,87.31657,77.20257,4.566217
997.6057,87.79166,77.64938,4.596557
997.7053,87.82267,77.6888,4.609524
997.8048,87.70275,77.57803,4.610631
997.9044,87.71,77.57871,4.617738
998.004,87.96763,77.80322,4.63438
998.1036,88.48309,78.27014,4.654119
998.2032,89.09716,78.83441,4.68197
998.3029,89.45521,79.15813,4.711643
998.4025,90.17629,79.82884,4.74927
998.5023,90.56519,80.22018,4.761875
998.602,90.57796,80.25225,4.765912
998.7017,90.62885,80.29676,4.776971
998.8014,90.31126,79.99496,4.77156
998.9012,89.87462,79.58711,4.753648
999.001,89.52083,79.26027,4.732429
999.1008,89.66787,79.38109,4.734679
999.2006,90.3299,79.97322,4.754585
999.3005,90.81138,80.3892,4.77326
999.4004,90.67266,80.24315,4.780106
999.5003,90.33064,80.00363,4.760403
999.6002,91.03077,80.78187,4.760943
999.7001,92.52994,82.23357,4.811188
999.8,93.64853,83.27209,4.865926
999.9,93.79322,83.41198,4.872963
1000,93.048,82.73731,4.84204
1000.1,92.70802,82.44486,4.837818
1000.2,93.16262,82.8845,4.870385
1000.3,94.07677,83.71456,4.915156
1000.4,95.24912,84.77051,4.965398
1000.5,96.19358,85.63912,5.01634
1000.6,96.85277,86.25909,5.059857
1000.7,97.44625,86.82792,5.091287
1000.801,97.83633,87.20704,5.10602
1000.901,97.61868,86.99718,5.099591
1001.001,97.28722,86.69419,5.090307
1001.101,97.21431,86.65453,5.086028
1001.201,96.86656,86.35137,5.071988
1001.302,95.98323,85.53542,5.047675
1001.402,95.00802,84.61221,5.028112
1001.502,94.98439,84.54823,5.028211
1001.603,95.7957,85.23788,5.042942
1001.703,95.97026,85.36511,5.045724
1001.803,94.81049,84.3299,5.005082
1001.904,93.1904,82.90023,4.933186
1002.004,92.63532,82.39233,4.901342
1002.104,93.27614,82.92787,4.928649
1002.205,93.90266,83.46983,4.956977
1002.305,93.97676,83.55322,4.957474
1002.406,93.82363,83.46065,4.948183
1002.506,93.70736,83.38851,4.943263
1002.607,93.67955,83.36397,4.947552
1002.707,93.96111,83.62149,4.961829
1002.808,94.70194,84.31888,4.982796
1002.908,95.56318,85.11292,5.01676
1003.009,96.18505,85.66218,5.058317
1003.11,96.42441,85.86797,5.084205
1003.21,96.21983,85.68197,5.082175
1003.311,95.60735,85.13367,5.057176
1003.412,95.3002,84.91355,5.040904
1003.512,96.05482,85.73358,5.059436
1003.613,97.02656,86.73531,5.084413
1003.714,96.93716,86.69466,5.070991
1003.814,95.68569,85.54287,5.016037
1003.915,94.32966,84.24733,4.969656
1004.016,94.41042,84.27372,4.984152
1004.117,95.71241,85.48707,5.035118
1004.218,96.31621,86.09639,5.056973
1004.319,95.67506,85.547,5.037408
1004.419,95.06779,84.99063,5.018686
1004.52,95.22445,85.11839,5.026031
1004.621,95.29679,85.17859,5.027901
1004.722,94.61272,84.56006,4.994629
1004.823,93.32255,83.40147,4.926481
1004.924,90.99903,81.3175,4.805886
1005.025,87.21716,77.92736,4.617661
1005.126,83.56522,74.65871,4.429375
1005.227,82.52164,73.7253,4.36975
1005.328,84.78076,75.74495,4.488596
1005.429,88.47118,79.04817,4.684127
1005.53,91.0997,81.40276,4.827514
1005.632,92.57667,82.71207,4.906095
1005.733,93.70434,83.69562,4.959841
1005.834,94.04491,83.98568,4.982416
1005.935,93.45027,83.45279,4.959184
1006.036,92.78225,82.8575,4.927768
1006.137,93.15104,83.18504,4.951196
1006.239,94.50762,84.38776,5.026799
1006.34,95.59603,85.34888,5.086973
1006.441,95.797,85.52203,5.100851
1006.543,95.50539,85.26002,5.09063
1006.644,95.29637,85.07309,5.083086
1006.745,95.48887,85.23948,5.096217
1006.847,95.84162,85.5446,5.119864
1006.948,95.7895,85.49289,5.121418
1007.049,95.29077,85.046,5.09657
1007.151,94.98574,84.77029,5.078342
1007.252,95.26864,85.01339,5.088744
1007.354,95.76937,85.4454,5.111653
1007.455,96.01501,85.65718,5.120329
1007.557,95.85921,85.5297,5.110207
1007.658,95.65093,85.34939,5.098735
1007.76,95.722,85.38622,5.09585
1007.861,95.62342,85.28133,5.08827
1007.963,95.03464,84.79072,5.066685
1008.065,94.58682,84.4138,5.049161
1008.166,94.69577,84.46992,5.047794
1008.268,94.81626,84.53788,5.047608
1008.369,94.64104,84.37736,5.040356
1008.471,94.39186,84.15566,5.030922
1008.573,93.95097,83.76292,5.014792
1008.675,93.24894,83.14742,4.990913
1008.776,92.88952,82.84027,4.979066
1008.878,92.97314,82.95454,4.98351
1008.98,93.23762,83.2224,4.996412
1009.082,93.58625,83.50348,5.013582
1009.184,93.58644,83.48315,5.016295
1009.285,93.13536,83.12004,4.997985
1009.387,92.4481,82.57174,4.967246
1009.489,91.94965,82.16383,4.941271
1009.591,92.19672,82.41132,4.944275
1009.693,92.81634,83.0024,4.967835
1009.795,93.13055,83.30708,4.986628
1009.897,93.15362,83.34854,4.992177
1009.999,92.8783,83.10611,4.981081
1010.101,92.58011,82.82047,4.969651
1010.203,92.65115,82.86838,4.975987
1010.305,92.85736,83.04395,4.989459
1010.407,92.87874,83.05727,4.992462
1010.509,92.61675,82.82337,4.979136
1010.611,92.01743,82.28728,4.950458
1010.714,91.2935,81.63154,4.916545
1010.816,91.17193,81.52141,4.912977
1010.918,91.88363,82.16689,4.952106
1011.02,92.76635,82.96835,4.997605
1011.122,93.24816,83.41339,5.022571
1011.225,93.34108,83.50497,5.028324
1011.327,93.25859,83.42992,5.027566
1011.429,92.97459,83.16821,5.022362
1011.531,92.52979,82.76009,5.006878
1011.634,92.23912,82.48851,4.993378
1011.736,92.3811,82.62029,4.995605
1011.839,93.04707,83.24912,5.018301
1011.941,93.80464,83.95547,5.051443
1012.043,93.973,84.10377,5.066179
1012.146,93.62987,83.78155,5.063359
1012.248,93.26647,83.43985,5.06453
1012.351,93.05599,83.24231,5.063989
1012.453,92.69619,82.94299,5.036872
1012.556,91.81568,82.18658,4.974822
1012.658,91.02104,81.47873,4.925228
1012.761,91.18301,81.59396,4.936319
1012.863,91.92474,82.22521,4.978698
1012.966,92.36771,82.61962,5.0028
1013.069,92.36383,82.60844,5.002841
1013.171,92.2664,82.49953,4.99762
1013.274,92.2382,82.47701,4.997594
1013.377,92.20735,82.45285,4.99725
1013.479,92.22565,82.46057,4.998446
1013.582,92.25296,82.47935,5.00133
1013.685,92.1357,82.36492,4.996178
1013.788,91.94439,82.19264,4.987473
1013.89,91.71516,81.98559,4.978073
1013.993,91.57111,81.84491,4.972378
1014.096,91.72552,81.98571,4.982661
1014.199,91.88347,82.11773,4.992964
1014.302,91.64177,81.86173,4.983271
1014.405,91.08207,81.33173,4.95747
1014.507,90.51205,80.82562,4.926328
1014.61,89.65121,80.06475,4.880967
1014.713,88.16749,78.7348,4.804163
1014.816,87.52924,78.18229,4.768082
1014.919,88.95387,79.49174,4.844637
1015.022,90.80538,81.15916,4.94947
1015.125,91.48307,81.75856,4.992218
1015.228,91.45468,81.72695,4.993771
1015.332,91.42984,81.69878,4.99358
1015.435,91.30177,81.58045,4.98592
1015.538,90.83805,81.16533,4.957917
1015.641,90.28014,80.66219,4.931761
1015.744,89.91393,80.32336,4.923657
1015.847,89.98619,80.40797,4.926653
1015.95,90.73133,81.1382,4.947535
1016.054,91.79879,82.144,4.992905
1016.157,92.60085,82.89397,5.038445
1016.26,92.88192,83.17123,5.059411
1016.364,92.63663,82.95647,5.05348
1016.467,91.61274,82.03507,5.005127
1016.57,89.76752,80.37894,4.909342
1016.673,88.51783,79.23431,4.84245
1016.777,88.98622,79.58548,4.867504
1016.88,90.15955,80.60181,4.927999
1016.984,91.02761,81.42685,4.969075
1017.087,91.71059,82.0786,5.002638
1017.191,92.21355,82.52893,5.030454
1017.294,92.31336,82.61195,5.039886
1017.398,91.98398,82.30074,5.027674
1017.501,91.62701,81.96887,5.012775
1017.605,91.69833,82.04086,5.020267
1017.708,92.00619,82.32079,5.041629
1017.812,92.1894,82.47977,5.0549
1017.915,92.19189,82.47716,5.057311
1018.019,92.06004,82.35139,5.054745
1018.123,91.83926,82.14548,5.047104
1018.226,91.66816,81.98542,5.039105
1018.33,91.52525,81.85188,5.03024
1018.434,90.65413,81.06799,4.982436
1018.537,88.55224,79.18407,4.870292
1018.641,86.78639,77.60281,4.778262
1018.745,87.05364,77.87296,4.803925
1018.849,88.38797,79.13627,4.894425
1018.952,89.32944,80.02271,4.956066
1019.056,89.91266,80.54716,4.986132
1019.16,90.26965,80.86436,4.994688
1019.264,89.86252,80.5081,4.948278
1019.368,88.25388,79.07319,4.843104
1019.472,86.36883,77.36899,4.757555
1019.576,86.03816,77.05013,4.768661
1019.68,87.32008,78.18675,4.852236
1019.784,88.61679,79.34307,4.928454
1019.888,89.29729,79.94779,4.97007
1019.992,89.57198,80.18803,4.987601
1020.096,89.50952,80.12563,4.984687
1020.2,89.40988,80.03034,4.978066
1020.304,89.4377,80.05115,4.975989
1020.408,89.18736,79.82399,4.958305
1020.512,88.61143,79.3019,4.927256
1020.616,88.41335,79.11414,4.920356
1020.721,88.85127,79.49669,4.946097
1020.825,89.31921,79.90794,4.970969
1020.929,89.30935,79.89132,4.969722
1021.033,88.89217,79.5102,4.945823
1021.138,88.57303,79.2186,4.924155
1021.242,88.65907,79.29011,4.92186
1021.346,88.81275,79.41988,4.921135
1021.45,88.82626,79.42422,4.909972
1021.555,88.77146,79.37045,4.897562
1021.659,88.10261,78.76972,4.858241
1021.764,86.34698,77.19375,4.768141
1021.868,84.58155,75.60385,4.68378
1021.972,84.28525,75.32877,4.67695
1022.077,85.39806,76.3161,4.741515
1022.181,86.8343,77.5994,4.827072
1022.286,87.75281,78.43174,4.895054
1022.39,88.10703,78.75524,4.928083
1022.495,88.2436,78.86738,4.932294
1022.599,88.10242,78.73265,4.922556
1022.704,87.4902,78.19591,4.904727
1022.809,86.81245,77.6069,4.878455
1022.913,86.5826,77.40511,4.858777
1023.018,86.65064,77.45709,4.863596
1023.123,86.69473,77.48362,4.87629
1023.227,86.66343,77.44411,4.877038
1023.332,86.63334,77.40856,4.870191
1023.437,86.69955,77.45735,4.853619
1023.541,86.63489,77.38824,4.827526
1023.646,86.47092,77.22876,4.804256
1023.751,86.83678,77.53043,4.786665
1023.856,87.36213,77.97579,4.772719
1023.961,86.9509,77.61332,4.756963
1024.065,85.92575,76.71508,4.752817
1024.17,85.47849,76.31497,4.778437
1024.275,85.66741,76.47562,4.812669
1024.38,85.73528,76.53282,4.83468
1024.485,85.32271,76.16135,4.844505
1024.59,84.44402,75.37358,4.837638
1024.695,83.66644,74.67425,4.813247
1024.8,83.54724,74.56048,4.79572
1024.905,83.61782,74.61665,4.804491
1025.01,83.5103,74.51398,4.819053
1025.115,83.36654,74.3784,4.817508
1025.22,83.23191,74.2522,4.806855
1025.326,83.13564,74.15874,4.799054
1025.431,83.07095,74.09033,4.7948
1025.536,83.05756,74.06793,4.791515
1025.641,83.21455,74.20013,4.783396
1025.746,83.43234,74.38834,4.770387
1025.851,83.36069,74.31363,4.766567
1025.957,83.08838,74.0553,4.769703
1026.062,82.90617,73.88077,4.765545
1026.167,82.89419,73.86343,4.752337
1026.273,82.89577,73.85965,4.735481
1026.378,82.6618,73.64057,4.72232
1026.483,82.33257,73.33156,4.711732
1026.589,82.08875,73.10038,4.696637
1026.694,81.88557,72.90793,4.669849
1026.799,81.80022,72.82066,4.640289
1026.905,81.95499,72.94678,4.630652
1027.01,82.1944,73.14787,4.634226
1027.116,82.35799,73.28331,4.626502
1027.221,82.69531,73.57809,4.602627
1027.327,82.80565,73.6672,4.578725
1027.432,82.2947,73.19293,4.560217
1027.538,81.56896,72.52544,4.536753
1027.644,81.00073,72.00309,4.520547
1027.749,81.15472,72.12857,4.524417
1027.855,81.65439,72.56099,4.532818
1027.961,81.78284,72.66026,4.531325
1028.066,81.72025,72.58969,4.521627
1028.172,81.64427,72.50684,4.507438
1028.278,81.56417,72.4184,4.488212
1028.383,80.99757,71.87602,4.459894
1028.489,78.74118,69.76762,4.409959
1028.595,75.34099,66.58956,4.333825
1028.701,73.2138,64.56705,4.253191
1028.807,72.45071,63.80313,4.168817
1028.912,69.8486,61.38354,4.009024
1029.018,64.36973,56.39825,3.74568
1029.124,58.682,51.20987,3.507876
1029.23,54.14436,46.91645,3.416047
1029.336,51.61769,44.40569,3.431964
1029.442,51.62444,44.31298,3.467067
1029.548,53.47739,46.0024,3.497148
1029.654,56.55367,48.85628,3.530683
1029.76,59.29321,51.40715,3.566812
1029.866,60.59103,52.62493,3.60112
1029.972,60.81103,52.84642,3.626905
1030.078,61.05589,53.08486,3.644952
1030.184,61.84372,53.80975,3.663369
1030.29,62.6524,54.53736,3.680235
1030.397,63.19581,55.0169,3.6923
1030.503,63.50365,55.28119,3.709046
1030.609,63.75414,55.48469,3.732637
1030.715,63.92104,55.60903,3.742987
1030.822,63.81404,55.49195,3.723474
1030.928,63.56445,55.24976,3.682858
1031.034,63.40305,55.08151,3.639074
1031.14,62.86463,54.55093,3.599398
1031.247,59.47332,51.36939,3.555155
1031.353,53.8039,46.08555,3.488997
1031.46,50.43584,42.9533,3.403511
1031.566,49.75489,42.29966,3.334891
1031.672,49.78358,42.26871,3.302597
1031.779,49.96003,42.36796,3.280131
1031.885,49.92066,42.28417,3.243641
1031.992,49.72879,42.06828,3.189066
1032.098,49.55125,41.86231,3.116339
1032.205,49.37764,41.65558,3.03339
1032.311,49.14014,41.39362,2.949422
1032.418,48.90219,41.13495,2.876197
1032.524,48.74298,40.94838,2.815268
1032.631,48.59979,40.77671,2.758273
1032.738,48.29128,40.46311,2.689712
1032.844,47.54236,39.7796,2.589733
1032.951,46.42267,38.78663,2.466261
1033.058,45.62735,38.07026,2.351462
1033.165,45.54483,37.95251,2.276396
1033.271,45.80816,38.12888,2.225071
1033.378,46.12956,38.35717,2.174884
1033.485,46.43144,38.56649,2.123232
1033.592,46.63334,38.69888,2.061538
1033.699,46.15339,38.22398,1.991983
1033.805,41.96583,34.36652,1.915278
1033.912,34.77127,27.72618,1.836298
1034.019,30.52347,23.7287,1.754549
1034.126,29.46883,22.65051,1.662096
1034.233,28.68456,21.84638,1.553964
1034.34,27.99862,21.1299,1.424986
1034.447,27.49915,20.5785,1.294496
1034.554,26.9135,19.99496,1.179638
1034.661,26.44399,19.53802,1.077936
1034.768,25.78964,18.92721,0.9921474
1034.875,23.53862,16.94974,0.9094955
1034.982,20.47355,14.18021,0.8083091
1035.089,18.71992,12.41803,0.6974413
1035.197,18.10018,11.653,0.6020452
1035.304,17.1623,10.83955,0.5251084
1035.411,15.32176,9.376493,0.4545522
1035.518,13.44382,7.701269,0.387331
1035.626,11.93174,6.371514,0.3315408
1035.733,10.28143,5.097673,0.2933716
1035.84,8.560817,3.750468,0.2711911
1035.947,6.884192,2.534793,0.2620359
1036.055,5.24364,1.52704,0.2611943
1036.162,3.700494,0.7927895,0.2632878
1036.269,2.232922,0.3545036,0.2657571
1036.377,0.9762541,0.1298841,0.267853
1036.484,0.2376558,0.04080892,0.269313
1036.592,0.02605769,0.01784183,0.2703435
1036.699,0.02319623,0.01679431,0.2714096
1036.807,0.04697703,0.03352235,0.272323
1036.914,0.05997674,0.05343134,0.2727766
1037.022,0.0610795,0.07318597,0.272943
1037.129,0.0711051,0.09025937,0.2729831
1037.237,0.08151442,0.09304465,0.2730505
1037.344,0.07922637,0.08485927,0.2731491
1037.452,0.06951504,0.07394831,0.2731173
1037.56,0.1024555,0.1041631,0.2730123
1037.667,0.2067912,0.1783781,0.2729279
1037.775,0.3198066,0.2231459,0.2732703
1037.883,0.4335071,0.2680958,0.2739785
1037.99,0.6243057,0.3462904,0.2738889
1038.098,0.8806943,0.3230591,0.2732504
1038.206,1.318108,0.2459818,0.2725751
1038.314,1.720973,0.3139266,0.2712527
1038.422,1.629761,0.43514,0.2698587
1038.529,1.259896,0.4423881,0.2690818
1038.637,0.9559123,0.3780397,0.2688208
1038.745,0.7648786,0.3441921,0.2691768
1038.853,0.6122748,0.3339369,0.2700736
1038.961,0.4900013,0.267912,0.2710564
1039.069,0.38405,0.1496939,0.2721276
1039.177,0.3594094,0.243929,0.2727102
1039.285,0.465637,0.6019011,0.2721272
1039.393,0.5021533,0.7555607,0.2717572
1039.501,0.422706,0.5659037,0.2727896
1039.609,0.3392625,0.3210306,0.2745273
1039.717,0.2841911,0.1530943,0.2760994
1039.825,0.2008254,0.06160938,0.2773562
1039.933,0.1266346,0.02261776,0.2784698
1040.042,0.11267,0.008502643,0.2795779
1040.15,0.1400364,0.007830514,0.2806802
1040.258,0.1571152,0.01009115,0.2815532
1040.366,0.1864438,0.0149849,0.2821416
1040.474,0.2287118,0.03098513,0.2826113
1040.583,0.2362351,0.04025038,0.2828136
1040.691,0.2631272,0.03314991,0.2827625
1040.799,0.2783298,0.04160458,0.2827394
1040.908,0.3544917,0.06384686,0.2828872
1041.016,0.4117179,0.07251544,0.283358
1041.124,0.4135417,0.07661455,0.284015
1041.233,0.4707769,0.1100017,0.2845668
1041.341,0.4510075,0.1539502,0.2850014
1041.45,0.501407,0.1421388,0.2853051
1041.558,0.5631978,0.1383551,0.2856269
1041.667,0.5699414,0.1641718,0.2861358
1041.775,0.7241966,0.1612005,0.286675
1041.884,0.7903427,0.2062922,0.2869793
1041.992,0.8759716,0.3067568,0.2868216
